lyric,genre,album
"Ooh, you and me would be a big conversation",pop,reputation
"Ah, and I heard about you",pop,reputation
"Ooh, you like the bad ones, too",pop,reputation
I hit you like bang,pop,reputation
"We tried to forget it, but we just couldn't",pop,reputation
"And I bury hatchets, but I keep maps of where I put 'em",pop,reputation
"Reputation precedes me, they told you I'm crazy",pop,reputation
"I swear I don't love the drama, it loves me",pop,reputation
"And I can't let you go, your hand prints on my soul",pop,reputation
"It's like your eyes are liquor, it's like your body is gold",pop,reputation
You've been calling my bluff on all my usual tricks,pop,reputation
So here's a truth from my red lips,pop,reputation
I wanna be your end game,pop,reputation
I wanna be your first string (Me and you),pop,reputation
I wanna be your A-Team (Be your A-Team),pop,reputation
"I wanna be your end game, end game",pop,reputation
I wanna be your end game,pop,reputation
I wanna be your first string,pop,reputation
I wanna be your A-Team,pop,reputation
"I wanna be your end game, end game",pop,reputation
Keep your helmet,,folklore
"Keep your life, son",,folklore
Just a flesh wound,,folklore
Here's your rifle,,folklore
Crawling up the beaches now,,folklore
"Sir, I think he's bleedin' out",,folklore
And some things you just can't speak about,,folklore
"With you, I serve",,folklore
"With you, I fall down",,folklore
Down,,folklore
Watch you breathin',,folklore
Watch you breathin' out,,folklore
Out,,folklore
Something med school,,folklore
Did not cover,,folklore
Someone's daughter,,folklore
Someone's mother,,folklore
Holds your hand through plastic now,,folklore
"Doc, I think she's crashin' out",,folklore
And some things you just can't speak about,,folklore
Only twenty minutes to sleep,,folklore
But you dream of some epiphany,,folklore
Just one single glimpse of relief,,folklore
To make some sense of what you've seen,,folklore
"With you, I serve",,folklore
"With you, I fall down",,folklore
Down (Down),,folklore
Watch you breathin',,folklore
Watch you breathin' out,,folklore
Out,,folklore
"With you, I serve",,folklore
"With you, I fall down (Down)",,folklore
Down (Down),,folklore
Watch you breathin',,folklore
Watch you breathin' out (Out),,folklore
Out,,folklore
Only twenty minutes to sleep,,folklore
But you dream of some epiphany,,folklore
Just one single glimpse of relief,,folklore
To make some sense of what you've seen,,folklore
All I knew this morning when I woke,,red
"Is I know something now, know something now",,red
I didn't before,,red
And all I've seen since eighteen hours ago,,red
Is green eyes and freckles,,red
And your smile in the back of my mind making me feel right,,red
I just want to know you better,,red
"Know you better, know you better now",,red
I just want to know you better,,red
"Know you better, know you better now",,red
I just want to know you better,,red
"Know you better, know you better now",,red
I just want to know you,,red
"Know you, know youCause all I know is we said hello",,red
And your eyes look like coming home,,red
All I know is a simple name,,red
Is everything has changed,,red
All I know is you held the door,,red
You'll be mine and I'll be yours,,red
All I know since yesterday,,red
Is everything has changed,,red
And all my walls,,red
Stood tall painted blue,,red
But I'll take them down,,red
Take them down and open up the door for you.,,red
And all I feel in my stomach is butterflies,,red
"The beautiful kind, making up for lost time",,red
"Taking flight, making me feel right",,red
I just want to know you better,,red
"Know you better, know you better now",,red
I just want to know you better,,red
"Know you better, know you better now",,red
I just want to know you better,,red
"Know you better, know you better now",,red
I just want to know you,,red
"Know you, know you",,red
'Cause all I know is we said hello,,red
And your eyes look like coming home,,red
All I know is a simple name,,red
Is everything has changed,,red
All I know is you held the door,,red
You'll be mine and I'll be yours,,red
All I know since yesterday,,red
Is everything has changed,,red
Come back and tell me why,,red
I'm feeling like I've missed you all this time,,red
And meet me there tonight,,red
And let me know that it's not all in my mind,,red
I just want to know you better,,red
"Know you better, know you better now",,red
I just want to know you,,red
"Know you, know you",,red
All I know is we said hello,,red
Your eyes look like coming home,,red
All I know is a simple name,,red
Is everything has changed,,red
All I know is you held the door,,red
You'll be mine and I'll be yours,,red
All I know since yesterday,,red
Is everything has changed.,,red
All I know is we said hello,,red
So dust off your highest hopes,,red
All I know is pouring rain,,red
And everything has changed,,red
All I know is a newfound brightness,,red
All my days I'll know your face,,red
All I know since yesterday,,red
Is everything has changed,,red
All I knew this morning when I woke,,red
"Is I know something now, know something now",,red
I didn't before,,red
And all I've seen,,red
Since 18 hours ago,,red
His green eyes and freckles and your smile,,red
In the back of my mind making me feel like,,red
I just want to know you better,,red
"Know you better, know you better now",,red
I just want to know you better,,red
"Know you better, know you better now",,red
I just want to know you better,,red
"Know you better, know you better now",,red
"I just want to know you, know you, know you",,red
'Cause all I know is we said hello,,red
"And your eyes look like coming home, oh",,red
I know it's a simple name,,red
Everything has changed,,red
All I know is you held the door,,red
"You'll be mine and I'll be yours, oh",,red
I know since yesterday,,red
'Cause everything has changed,,red
And all my walls stand tall painted blue,,red
"But I'll take 'em down, take 'em down",,red
And open up the door for you,,red
And all I feel in my stomach is butterflies,,red
The beautiful kind making up for lost time,,red
Taking flight making me feel like,,red
I just want to know you better,,red
"Know you better, know you better now",,red
I just want to know you better,,red
"Know you better, know you better now",,red
I just want to know you better,,red
"Know you better, know you better now",,red
"I just want to know you, know you, know you",,red
'Cause all I know is we said hello,,red
"And your eyes look like coming home, oh",,red
I know it's a simple name,,red
Everything has changed,,red
All I know is you held the door,,red
"You'll be mine and I'll be yours, oh",,red
I know since yesterday,,red
'Cause everything has changed,,red
Come back and tell me why,,red
I'm feeling like I missed you all this time,,red
And meet me there tonight,,red
And let me know that it's not all in my mind,,red
I just want to know you better,,red
Know you better know you better now,,red
"I just want to know you, know you, know you",,red
All I know is we said hello,,red
"Your eyes look like coming home, oh",,red
I know it's a simple name,,red
Everything has changed,,red
All I know is you held the door,,red
"You'll be mine and I'll be yours, oh",,red
I know since yesterday,,red
Is everything has changed,,red
All I know is we said hello,,red
So dust off your highest toes,,red
All I know is pouring rain,,red
And everything has changed,,red
All I know is a new found grace,,red
All my dates I'll know your face,,red
All I know since yesterday is everything has changed,,red
"I can see you standing, honey",,folklore
With his arms around your body,,folklore
"Laughin', but the joke's not funny at all",,folklore
And it took you five whole minutes,,folklore
To pack us up and leave me with it,,folklore
Holdin' all this love out here in the hall,,folklore
I think I've seen this film before,,folklore
And I didn't like the ending,,folklore
You're not my homeland anymore,,folklore
So what am I defending now?,,folklore
"You were my town, now I'm in exile, seein' you out",,folklore
I think I've seen this film before,,folklore
"Ooh, ooh, ooh",,folklore
"I can see you starin', honey",,folklore
Like he's just your understudy,,folklore
Like you'd get your knuckles bloody for me,,folklore
"Second, third, and hundredth chances",,folklore
Balancin' on breaking branches,,folklore
Those eyes add insult to injury,,folklore
I think I've seen this film before,,folklore
And I didn't like the ending,,folklore
I'm not your problem anymore,,folklore
So who am I offending now?,,folklore
"You were my crown, now I'm in exile, seein' you out",,folklore
I think I've seen this film before,,folklore
So I'm leaving out the side door,,folklore
"So step right out, there is no amount",,folklore
Of crying I can do for you,,folklore
All this time,,folklore
We always walked a very thin line,,folklore
You didn't even hear me out (You didn't even hear me out),,folklore
You never gave a warning sign (I gave so many signs),,folklore
All this time,,folklore
I never learned to read your mind (Never learned to read my mind),,folklore
I couldn't turn things around (You never turned things around),,folklore
'Cause you never gave a warning sign (I gave so many signs),,folklore
"So many signs, so many signs",,folklore
You didn't even see the signs,,folklore
I think I've seen this film before,,folklore
And I didn't like the ending,,folklore
You're not my homeland anymore,,folklore
So what am I defending now?,,folklore
"You were my town, now I'm in exile, seein' you out",,folklore
I think I've seen this film before,,folklore
So I'm leavin' out the side door,,folklore
"So step right out, there is no amount",,folklore
Of crying I can do for you,,folklore
All this time,,folklore
We always walked a very thin line,,folklore
You didn't even hear me out (Didn't even hear me out),,folklore
You never gave a warning sign (I gave so many signs),,folklore
All this time,,folklore
I never learned to read your mind (Never learned to read my mind),,folklore
I couldn't turn things around (You never turned things around),,folklore
'Cause you never gave a warning sign (I gave so many signs),,folklore
You never gave a warning sign (All this time),,folklore
(So many signs) I never learned to read your mind,,folklore
(So many signs) I couldn't turn things around (I couldn't turn things around),,folklore
'Cause you never gave a warning sign (You never gave a warning sign),,folklore
You never gave a warning sign,,folklore
